lat,lon,year
33.7006664,-87.4547278,1948
33.983972,-101.3344603,1948
36.1563122,-95.9927516,1948
36.7533781,-86.1905424,1948
37.1169666,-87.8391211,1948
37.7478572,-84.2946539,1948
37.8044557,-122.271356,1948
37.8399791,-94.7082882,1948
38.0464066,-84.4970393,1948
38.3172715,-88.9031201,1948
38.5367471,-82.6829406,1948
38.5612578,-86.1179768,1948
38.8482602,-90.0768875,1948
39.0924792,-94.4137923,1948
39.1836082,-96.5716694,1948
39.4233043,-84.5936897,1948
39.5037486,-80.166815,1948
39.7478508,-81.5165127,1948
39.7990175,-89.6439575,1948
39.8772894,-82.2890375,1948
40.1950377,-86.667227,1948
40.2337289,-111.6587085,1948
40.2663107,-76.8861122,1948
40.4951365,-74.4439254,1948
40.5017344,-79.7264352,1948
40.7442807,-74.0869981,1948
41.0602024,-76.2461259,1948
41.0799898,-85.1386015,1948
41.6253116,-87.7175491,1948
41.6458633,-88.6217432,1948
42.3264181,-122.8718605,1948
43.635336,-113.299953,1948
47.7370442,-95.5131887,1948
48.7544012,-122.478836,1948
-22.1748508,-51.2534615,1949
18.4973317,-69.8522851,1949
29.9559145,-90.0730259,1949
30.6485191,-91.1564961,1949
30.7235263,-95.5507771,1949
30.8899124,-96.2946839,1949
31.2638905,-98.5456116,1949
31.5970503,-94.5927451,1949
32.0790074,-81.0921335,1949
32.1168234,-95.6746829,1949
32.8406946,-83.6324022,1949
33.1373366,-95.8394083,1949
34.5636358,-111.854317,1949
35.1595182,-84.8766115,1949
35.4396625,-95.9865145,1949
35.6172918,-87.8394705,1949
36.200055,-86.5186054,1949
36.6930592,-95.9078261,1949
36.7394421,-119.78483,1949
36.8411336,-83.22678,1949
37.1283343,-84.0835576,1949
37.2397486,-96.9955919,1949
37.4019918,-86.8758256,1949
37.4839373,-94.6419037,1949
37.7522783,-84.7611039,1949
37.7800592,-86.4605337,1949
37.8994945,-89.0520194,1949
37.9811576,-88.3292104,1949
38.4192496,-82.445154,1949
38.5250491,-89.1334037,1949
38.6280278,-90.1910154,1949
38.861159,-90.0976069,1949
39.0831712,-84.5107548,1949
39.2908816,-76.610759,1949
39.3520084,-83.3826928,1949
39.7683331,-86.1583502,1949
40.0581205,-82.4012643,1949
40.0639616,-80.7209149,1949
40.0959055,-80.724526,1949
40.1736547,-85.4941396,1949
40.1799111,-76.1789242,1949
40.3611643,-83.7596557,1949
40.5834557,-74.1496048,1949
40.5875371,-86.6750059,1949
40.7987113,-74.2390353,1949
40.8008286,-85.5018494,1949
40.8514971,-73.0994297,1949
40.868154,-73.425676,1949
40.8871438,-74.0410865,1949
40.9312099,-73.8987469,1949
41.0167508,-75.8971431,1949
41.139981,-104.820246,1949
41.1574297,-83.4141061,1949
41.5289732,-90.6092111,1949
41.5868654,-93.6249494,1949
41.6173959,-87.5220108,1949
41.6397857,-87.4548466,1949
41.6797598,-87.4944645,1949
42.03726,-88.2810994,1949
42.098698,-75.9125187,1949
42.0989145,-88.2714689,1949
42.2813722,-83.7484616,1949
42.291707,-85.5872286,1949
42.3875968,-71.0994968,1949
42.422241,-88.6137101,1949
42.5846773,-87.8212263,1949
42.7252774,-110.933402,1949
42.8501191,-106.325138,1949
42.8867166,-78.8783922,1949
43.0320827,-87.9203722,1949
43.0386475,-87.9090751,1949
43.07469,-89.3841663,1949
43.084841,-79.0701786,1949
43.435153,-89.7295833,1949
44.0500054,-91.6392294,1949
44.9497487,-93.0931028,1949
45.5031824,-73.5698065,1949
46.4070219,-105.847843,1949
46.7207737,-92.1040796,1949
47.6369051,-95.8864205,1949
48.8243455,-100.8431321,1949
49.4352231,21.6899851,1949
32.44645,-99.7475905,1950
33.7690164,-118.191604,1950
34.7465071,-92.2896267,1950
35.836667,-90.3672348,1950
36.1622767,-86.7742984,1950
38.8051095,-77.0470229,1950
40.586438,-80.2273615,1950
40.6639916,-74.2107006,1950
40.7312123,-74.2734808,1950
41.2403596,-75.9446428,1950
41.6047148,-82.7064804,1950
41.7244885,-81.245657,1950
41.7571701,-88.3147539,1950
44.9032963,-93.5663455,1950
32.3487502,-86.2763569,1951
32.4254325,-93.1082193,1951
33.7259478,-90.5514806,1951
36.5945034,-82.1885212,1951
37.6217133,-88.055585,1951
38.0531294,-81.1039858,1951
38.5810606,-121.493895,1951
38.9751547,-92.7440277,1951
39.2806451,-80.3445341,1951
39.3331197,-82.9824019,1951
39.7089362,-90.7245722,1951
40.125222,-87.6304614,1951
40.5114735,-85.6540606,1951
40.7264091,-74.2289491,1951
43.0481221,-76.1474244,1951
44.7947537,-106.8222688,1951
44.9371325,-91.3932118,1951
46.7838287,-92.1052679,1951
33.1384488,-96.1108066,1952
33.9824949,-117.374238,1952
34.2720338,-98.2358781,1952
34.6381255,-99.3339754,1952
35.4729886,-97.5170536,1952
35.6630196,-95.3927706,1952
36.5577082,-89.102082,1952
37.3541132,-121.955174,1952
37.8708393,-122.272863,1952
38.1597668,-87.4483482,1952
38.3505995,-81.6332812,1952
39.2085354,-84.5501874,1952
39.7589478,-84.1916069,1952
40.3478472,-79.864215,1952
40.4418068,-79.8819609,1952
40.8014826,-75.6101868,1952
40.9115386,-73.7826363,1952
42.7905911,-77.5319396,1952
43.7008749,-108.409568,1952
30.0829344,-94.0984277,1953
34.2179142,-81.715387,1953
34.5390629,-101.767781,1953
37.496904,-122.3330573,1953
37.6280602,-98.7485305,1953
38.4919935,-87.2786244,1953
39.201941,-96.304998,1953
39.944784,-83.2688045,1953
40.3634026,-79.8664375,1953
40.4236801,-79.8828275,1953
40.5583739,-85.6591442,1953
41.9852583,-88.0799571,1953
42.6160647,-77.4030253,1953
49.2608724,-123.113952,1953
30.4494155,-91.1869659,1954
35.0845275,-86.7336102,1954
36.9486986,-84.0968761,1954
37.2939322,-87.1233292,1954
37.7433757,-87.7039056,1954
38.2132087,-84.2492072,1954
38.5218802,-77.2911023,1954
38.8611619,-86.4872149,1954
40.2203074,-74.7659,1954
40.7014917,-73.8868028,1954
40.7542375,-86.3625191,1954
41.1643301,-112.123448,1954
41.7065539,-73.9283672,1954
41.764582,-72.6908547,1954
42.1294712,-80.0852695,1954
42.2416466,-84.425589,1954
42.9632425,-85.6678639,1954
43.076178,-76.000753,1954
46.1294685,-112.953131,1954
30.421309,-87.2169149,1955
36.2393013,-80.8445152,1955
36.9092773,-121.7529071,1955
39.3642852,-74.4229351,1955
40.2452976,-75.6496424,1955
40.4890564,-87.0961893,1955
41.1035786,-80.6520161,1955
45.6900818,-90.3971021,1955
45.7917043,-97.7496136,1955
47.427155,-92.937689,1955
50.9025349,-1.404189,1955
32.241538,-92.7154376,1956
32.5025471,-92.116219,1956
34.3625823,-92.8092694,1956
37.7742152,-87.1133304,1956
38.2542376,-85.759407,1956
39.0431586,-122.9140838,1956
39.4667025,-87.4139119,1956
39.7392364,-104.984862,1956
39.8950881,-92.1816013,1956
40.3275697,-80.0394977,1956
40.4939337,-85.148304,1956
40.7455316,-73.9484995,1956
40.8832318,-72.8578027,1956
41.2917475,-75.8746407,1956
42.3315509,-83.0466403,1956
42.466763,-70.9494939,1956
32.1618782,-91.7226934,1957
34.7740495,-79.4628248,1957
36.9497746,-90.1584341,1957
38.592339,-90.3564329,1957
40.7720145,-73.9302673,1957
41.3082138,-72.9250518,1957
42.6389216,-83.2910468,1957
43.6679992,-92.9746498,1957
32.2793121,-99.8812612,1958
33.1204062,-89.4659062,1958
33.3967079,-86.1597137,1958
35.4895085,-97.1636408,1958
36.8618975,-82.9183729,1958
36.9647458,-89.0893387,1958
37.102841,-85.3063504,1958
37.9300513,-89.5489852,1958
38.1448015,-83.7640847,1958
38.8950368,-77.0365427,1958
39.0889469,-84.4919524,1958
39.9234046,-83.810138,1958
40.7022913,-80.2860955,1958
45.5202471,-122.674194,1958
32.4078632,-87.0207473,1959
35.0645319,-88.8908918,1959
36.8297937,-84.8491126,1959
39.1134562,-94.626497,1959
41.368092,-89.4648145,1959
43.9416755,-90.6397264,1959
32.6154278,-93.2868354,1960
34.0990995,-118.1085554,1960
36.1772797,-87.3397319,1960
36.2914512,-88.7081123,1960
37.7644952,-89.3350888,1960
38.1967725,-81.4875812,1960
38.599243,-83.3187952,1960
39.8381691,-75.1526774,1960
40.7985464,-81.3749508,1960
41.2587459,-95.9383758,1960
42.4055981,-83.0965829,1960
48.7744263,-96.946447,1960
32.2998686,-90.1830408,1961
32.84569,-90.4146109,1961
33.9182285,-93.1488168,1961
34.9385244,-82.23791,1961
35.1068428,-77.0398762,1961
35.9288138,-89.904799,1961
37.8206503,-82.7290471,1961
37.8397984,-82.8159642,1961
38.2145287,-85.6681442,1961
39.9356016,-91.4098727,1961
39.9829308,-75.7652424,1961
41.6012796,-85.8590603,1961
42.716293,-78.828717,1961
30.6677037,-94.3813066,1962
31.4649685,-100.4405094,1962
32.7027017,-103.1355302,1962
33.7544657,-84.3898151,1962
34.5784341,-89.3275754,1962
34.9531295,-120.435857,1962
35.9603948,-83.9210261,1962
37.1914915,-82.7134905,1962
37.5467136,-87.983914,1962
37.970495,-87.5715641,1962
38.2456081,-87.03611,1962
40.3886847,-78.6722411,1962
40.6053825,-73.7551326,1962
41.4200938,-73.9545831,1962
41.5062834,-87.6357079,1962
41.5322592,-87.2550353,1962
42.792151,-96.1662993,1962
43.2341813,-86.2483921,1962
30.2711286,-97.7436995,1963
30.3321838,-81.655651,1963
34.769536,-92.2670941,1963
34.9129318,-79.8220026,1963
37.366328,-81.1026607,1963
39.516644,-84.4041725,1963
40.3491604,-84.1593008,1963
40.9167654,-74.171811,1963
48.1172301,-96.1770667,1963
29.396013,-94.9175485,1964
29.7589382,-95.3676974,1964
29.8826436,-97.9405828,1964
32.3643098,-88.703656,1964
32.7448687,-92.7137631,1964
33.8026107,-93.3810057,1964
35.1569986,-99.0603546,1964
35.7310015,-91.1994584,1964
36.0998131,-80.2440518,1964
39.6581163,-83.7349236,1964
39.7459468,-75.546589,1964
40.1936892,-85.3865271,1964
42.8142432,-73.9395687,1964
43.3678937,-124.2174647,1964
26.6845104,-80.6675577,1965
33.0369867,-117.2919818,1965
35.7333312,-81.3442915,1965
36.0956918,-79.4377991,1965
38.0933811,-88.5356076,1965
39.4149034,-85.0563234,1965
40.6916081,-75.2099866,1965
41.2331116,-80.4934035,1965
26.640628,-81.8723084,1966
31.5604076,-91.403171,1966
34.851354,-82.3984882,1966
35.0891932,-92.4398402,1966
36.0726355,-79.7919754,1966
37.1232245,-78.4927721,1966
37.6820583,-121.768053,1966
40.875891,-81.4023356,1966
42.2773177,-71.4165905,1966
25.7741566,-80.1935973,1967
28.810823,-81.8778582,1967
29.948261,-91.9887328,1967
30.2262187,-92.0178202,1967
30.4090829,-89.4350519,1967
30.7485258,-94.000884,1967
30.9163888,-97.3265306,1967
31.2837867,-90.4684315,1967
31.3119463,-92.4453558,1967
31.5850881,-95.8497596,1967
31.8934963,-84.51325,1967
32.0938236,-96.464675,1967
32.1979807,-83.17615,1967
32.3293809,-83.1137366,1967
32.3443601,-89.3259931,1967
32.4084539,-91.1869112,1967
32.5537585,-83.8874084,1967
32.7723775,-97.4742811,1967
32.9740155,-90.8245437,1967
33.039291,-85.0313269,1967
33.4466745,-94.0771483,1967
33.4956744,-88.4272627,1967
33.5822077,-96.1785028,1967
33.6783336,-118.000016,1967
33.8251139,-88.5436553,1967
33.995044,-118.4668875,1967
34.0020146,-88.7547357,1967
34.0572007,-79.3987578,1967
35.097838,-98.4356131,1967
35.3272928,-96.9253004,1967
35.6719722,-83.9314465,1967
35.7617667,-95.5463665,1967
35.9018987,-92.7098744,1967
36.4517276,-89.9670353,1967
36.7949221,-87.8782433,1967
36.9812407,-86.4233533,1967
37.2489635,-83.1933893,1967
37.2708788,-76.7074042,1967
37.3433974,-85.3419069,1967
37.5997548,-79.1483701,1967
37.6393419,-120.9968892,1967
37.6922361,-97.3375448,1967
37.8136583,-88.4381029,1967
38.0686668,-78.8893999,1967
38.0864739,-83.1262839,1967
38.2211656,-90.3790094,1967
38.4756712,-77.4255891,1967
38.4784144,-82.6379387,1967
38.6268666,-90.159707,1967
38.811063,-89.9017112,1967
38.8339578,-104.825348,1967
39.2191278,-74.7129026,1967
39.9284459,-75.2737955,1967
40.0323338,-74.9573908,1967
40.2922938,-79.8817181,1967
40.4864444,-86.1336351,1967
40.5710454,-111.8953815,1967
40.6149174,-111.9106607,1967
40.6578242,-84.9519115,1967
40.8088861,-96.7077751,1967
40.9125085,-73.8386504,1967
41.0413873,-83.6503982,1967
41.4086874,-75.6621294,1967
41.6833813,-86.2500066,1967
41.8878145,-87.7887615,1967
42.2713945,-89.093966,1967
42.2729262,-83.1352891,1967
42.3554334,-71.060511,1967
42.6719206,-88.543494,1967
42.8330755,-108.730702,1967
43.2102196,-75.4583956,1967
43.216505,-123.3417381,1967
43.4200387,-83.9490365,1967
46.0753795,-113.089332,1967
46.9970635,-120.545122,1967
47.2455013,-122.438329,1967
27.9449854,-82.4583107,1968
31.4146108,-86.0677243,1968
31.715036,-83.2541994,1968
32.4746949,-91.7568292,1968
32.7174202,-117.162772,1968
33.0792941,-90.3225881,1968
33.5845582,-92.8343294,1968
33.8347516,-117.911732,1968
33.924831,-118.2024154,1968
35.1460249,-90.0517638,1968
35.5939671,-89.262291,1968
35.595363,-82.5508407,1968
35.7803977,-78.6390989,1968
35.8725573,-76.6215245,1968
36.6106122,-88.3021092,1968
36.6744117,-121.655037,1968
36.7281652,-91.8525756,1968
37.1092162,-87.8819595,1968
37.3361663,-121.890591,1968
38.3903526,-84.2941013,1968
38.536456,-84.8418926,1968
39.1670396,-86.5342881,1968
39.3947469,-77.8958129,1968
39.766098,-105.0772063,1968
39.900937,-79.725931,1968
40.0978929,-74.2176435,1968
40.4002396,-80.5899788,1968
40.6022552,-75.4716115,1968
40.7352157,-73.6883239,1968
41.8228378,-87.848085,1968
42.3656347,-71.1040018,1968
42.3788774,-72.032366,1968
44.9485796,-90.5643019,1968
46.8701049,-113.995267,1968
46.975371,-123.815722,1968
23.135305,-82.3589631,1969
30.9038252,-84.5754768,1969
33.0965153,-90.4967573,1969
33.2757006,-82.9762589,1969
33.6294189,-91.399277,1969
33.6874388,-80.4363743,1969
33.8371392,-118.3413606,1969
34.0128323,-86.0030251,1969
34.0877926,-117.8891164,1969
34.1812089,-118.307201,1969
34.5774368,-83.332881,1969
35.3540209,-120.375716,1969
35.8348088,-90.7045297,1969
36.3926798,-79.744144,1969
37.5385087,-77.43428,1969
37.5726028,-85.1551411,1969
38.1803833,-81.3284452,1969
39.9184461,-75.2590721,1969
39.951634,-75.0487627,1969
40.6102386,-80.267726,1969
40.6186756,-80.5772928,1969
40.6325655,-80.4464547,1969
41.5058344,-90.5136642,1969
43.0161693,-83.6900211,1969
48.1465457,-103.621814,1969
29.8946952,-81.3145395,1970
30.8327022,-83.2784851,1970
31.4129695,-83.3290468,1970
31.7244035,-96.1648789,1970
32.4610708,-84.9880449,1970
32.6765772,-94.573983,1970
32.7326356,-89.5361825,1970
32.8040512,-81.9492812,1970
33.1731769,-84.914936,1970
33.4392245,-79.3343041,1970
33.4509513,-90.6550917,1970
33.6170092,-117.9294401,1970
34.0194704,-118.491227,1970
34.2006479,-90.5702071,1970
34.2367621,-84.4907621,1970
34.8253019,-116.0833144,1970
34.9809996,-79.2241998,1970
35.0525759,-78.878292,1970
35.6729639,-79.0392919,1970
36.8453199,-86.887219,1970
37.6090291,-121.899142,1970
39.049011,-95.677556,1970
39.4961458,-88.1761521,1970
40.0149856,-105.270545,1970
40.0483744,-86.4691677,1970
40.0796606,-89.4337288,1970
40.2353679,-76.8413613,1970
40.6574186,-73.6450664,1970
40.6872885,-80.2714505,1970
40.6938609,-89.5891008,1970
40.7556561,-73.5876273,1970
40.9287098,-74.0398622,1970
41.1175966,-73.4078968,1970
41.6100344,-87.6467132,1970
41.8500284,-88.3125738,1970
42.3746525,-70.9825807,1970
42.3928151,-83.0496438,1970
43.0166806,-88.0070315,1970
43.2560802,-79.8728583,1970
43.6166163,-116.200886,1970
43.8122836,-91.2514355,1970
45.0176181,-83.6670019,1970
51.3157833,9.4978479,1970
27.197983,-80.2519175,1971
30.711029,-94.9329898,1971
30.7818584,-85.538541,1971
32.1051567,-92.0779129,1971
32.9021377,-80.6672631,1971
33.1926096,-79.9978131,1971
33.3439995,-86.4380357,1971
33.4017766,-86.954437,1971
33.8551004,-91.0266112,1971
33.917028,-118.4156337,1971
34.3188565,-91.8459762,1971
34.4221319,-119.702667,1971
34.6941696,-81.642794,1971
34.9796349,-90.029253,1971
35.2272086,-80.8430827,1971
35.3054614,-79.4761236,1971
35.473745,-81.2545251,1971
36.2516475,-118.852583,1971
37.179496,-85.9069175,1971
38.1787175,-85.664528,1971
39.0817985,-77.1516844,1971
39.6444898,-86.8647316,1971
40.567181,-74.634683,1971
40.721775,-73.5582912,1971
40.7531775,-72.9415555,1971
40.7654301,-73.8174291,1971
40.8730654,-95.5659677,1971
42.0267567,-93.6170448,1971
43.157285,-77.615214,1971
27.7635302,-97.4033191,1972
31.1160119,-90.1420331,1972
31.5782062,-84.1556809,1972
31.83688,-102.0103767,1972
31.8782162,-85.4496627,1972
32.612602,-90.0367512,1972
32.6400541,-117.084195,1972
32.6776372,-84.5393664,1972
32.8772531,-85.183728,1972
33.8795325,-82.2797719,1972
34.4434282,-86.9352842,1972
34.4942683,-89.0078418,1972
35.2081695,-82.2384479,1972
35.2450607,-81.3410516,1972
35.3738712,-119.019463,1972
35.6144446,-88.8177418,1972
36.1018163,-78.4580543,1972
36.8493695,-76.2899539,1972
37.9577016,-121.290779,1972
38.2989422,-86.9549972,1972
38.9529442,-76.9408647,1972
39.7625404,-87.2291809,1972
40.2850285,-76.6534662,1972
40.5133218,-74.2724241,1972
42.0470043,-87.6846053,1972
42.3602273,-87.8318164,1972
44.9597858,-89.6272791,1972
10.7466905,-61.0840075,1973
31.2437872,-90.4531536,1973
32.5432591,-90.3094672,1973
32.9065168,-90.8781567,1973
33.2095614,-87.5675258,1973
33.4709714,-81.9748429,1973
33.5162315,-90.1795281,1973
35.0271856,-79.2432785,1973
35.2561937,-88.9878389,1973
36.8657651,-87.4889532,1973
37.5832541,-81.3804607,1973
37.9725501,-89.053408,1973
38.882334,-77.1710914,1973
40.7242205,-73.7164845,1973
40.7684351,-73.7770774,1973
40.8509333,-73.9701382,1973
41.8500997,-71.4661703,1973
41.8789942,-87.8436412,1973
42.5006243,-90.6647985,1973
44.7606481,-85.6165976,1973
52.957976,4.760279,1973
30.9382358,-90.5089843,1974
31.8284857,-87.3216563,1974
32.7678288,-117.0230839,1974
33.7388745,-118.3976474,1974
34.000754,-81.0352313,1974
34.200768,-118.5356869,1974
34.3217345,-78.703148,1974
34.3266879,-81.5830086,1974
34.7590477,-79.6106104,1974
36.0220785,-81.930812,1974
37.1922068,-98.0835849,1974
37.227928,-77.4019268,1974
37.270973,-79.9414313,1974
38.324505,-75.2188589,1974
39.415779,-77.4127562,1974
40.1148787,-75.3433705,1974
40.157556,-74.8321288,1974
40.2899154,-86.058442,1974
40.4034024,-79.8683824,1974
40.6415296,-73.6656011,1974
40.8842482,-72.3897131,1974
41.2455927,-89.9248303,1974
41.9758872,-91.6704053,1974
47.0034291,-123.408769,1974
28.1067315,-81.6287423,1975
28.5421218,-81.379045,1975
32.3777111,-86.3090775,1975
32.4709761,-85.0007653,1975
32.7711825,-108.2764164,1975
33.1054039,-88.5608767,1975
33.1958696,-117.379483,1975
33.5945144,-7.6200284,1975
33.7358518,-118.2922934,1975
34.1361187,-117.865339,1975
34.7348655,-77.9960816,1975
35.0034813,-91.2501639,1975
35.2923513,-81.5356463,1975
37.0622562,-97.0388338,1975
37.779686,-81.1750472,1975
38.0371378,-84.8962551,1975
38.9719137,-95.2359403,1975
40.8929329,-73.9726508,1975
40.924271,-98.338685,1975
41.1792695,-73.1887863,1975
41.434444,-74.035833,1975
41.7108662,-87.7581081,1975
42.0897965,-76.8077338,1975
42.2966861,-89.6212271,1975
45.6746836,-94.8075586,1975
45.7874957,-108.49607,1975
48.112779,-98.86512,1975
7.3786064,3.8969928,1975
26.1907543,-97.6960599,1976
32.5135356,-93.7477839,1976
33.4484367,-112.074141,1976
34.700923,-87.5289152,1976
36.1674263,-115.1484131,1976
39.997998,-76.3545372,1976
40.1053196,-85.6802541,1976
40.5403417,-80.1805269,1976
40.7695303,-73.5293246,1976
41.2951563,-83.1555438,1976
41.6147151,-87.6323811,1976
43.608619,-86.363963,1976
28.0222435,-81.7328568,1977
29.1871986,-82.1400923,1977
30.6913462,-88.0437509,1977
31.179998,-83.7887928,1977
31.7606732,-93.0860209,1977
32.1095975,-90.6234323,1977
34.257038,-85.1646726,1977
34.6391501,-120.4579009,1977
34.9119057,-117.8832412,1977
35.0457219,-85.3094883,1977
35.0855409,-80.8871253,1977
35.2626635,-77.5816353,1977
35.5829914,-78.3554751,1977
37.6833776,-87.9166916,1977
39.9289351,-85.3702477,1977
40.1948848,-92.5833939,1977
41.075213,-73.7750061,1977
41.1253903,-87.848682,1977
42.332918,-71.1187829,1977
47.7891763,22.8725598,1977
48.23251,-101.296273,1977
18.4466626,-66.0686837,1978
25.0782266,-77.3383438,1978
25.7331105,-80.2585107,1978
30.5452022,-83.8701636,1978
30.846201,-93.289281,1978
31.3271189,-89.2903392,1978
31.6301664,-91.5545649,1978
32.0173996,-83.0626489,1978
33.5855677,-101.8470215,1978
33.5917715,-85.8971885,1978
33.9562003,-118.353132,1978
34.729847,-86.5859011,1978
35.3880338,-94.4265011,1978
35.9423833,-77.7956949,1978
36.0103562,-84.2696449,1978
36.8320081,-76.297699,1978
37.3319664,-78.008448,1978
38.7098314,-93.2295515,1978
40.2101972,-77.0047276,1978
40.666149,-89.5800978,1978
42.0811563,-87.9802164,1978
42.2222614,-83.3965995,1978
55.6867243,12.5700724,1978
29.8716577,-93.9332302,1979
30.1586518,-85.6602936,1979
32.5178284,-87.8368201,1979
32.5404447,-82.903754,1979
33.0576295,-89.5875764,1979
34.0686208,-117.9389526,1979
34.2352853,-77.9487284,1979
35.0434362,-92.8570941,1979
35.2622654,-81.1838186,1979
35.3848841,-77.9927651,1979
35.7113362,-89.0876655,1979
38.0181745,-121.8901232,1979
38.1342805,-121.2736022,1979
38.5702006,-86.60968,1979
39.6895036,-84.1688274,1979
40.7642404,-74.215011,1979
42.4894801,-83.1446485,1979
42.7338254,-84.5546295,1979
43.8705186,-95.6002856,1979
47.6571934,-117.42351,1979
27.3365805,-82.5308545,1980
30.2305095,-93.2169807,1980
31.3499557,-85.7140361,1980
32.6308318,-90.0040817,1980
32.6421387,-87.2876639,1980
32.7636343,-79.9908987,1980
32.9832812,-82.8116031,1980
33.9463456,-118.200981,1980
34.2228884,-92.004334,1980
35.158408,-92.6417919,1980
35.649791,-88.1267025,1980
35.8240265,-80.2533838,1980
36.609196,-121.7592246,1980
36.7281341,-76.5834683,1980
39.4203978,-84.180897,1980
40.5193586,-78.3968299,1980
41.3325962,-73.2073358,1980
44.1858193,-88.462609,1980
50.0820384,8.2416556,1980
52.9086926,0.4940848,1980
26.0112014,-80.1494901,1981
27.4989278,-82.5748194,1981
28.8117345,-81.2680223,1981
28.9819277,-81.9242498,1981
32.3512601,-95.3010624,1981
32.8220876,-92.6579295,1981
32.8458529,-117.2575702,1981
33.0096709,-83.5339913,1981
33.8503463,-118.117191,1981
34.5258335,-82.652962,1981
34.6812012,-87.4061342,1981
36.280694,-80.3592197,1981
36.3277959,-119.6461565,1981
38.5933855,-90.2953925,1981
38.928167,-76.915807,1981
39.548827,-76.0898259,1981
40.004128,-75.2882893,1981
40.7399785,-84.105006,1981
40.8472909,-73.8163737,1981
41.5931049,-81.5267873,1981
41.9117134,-86.0100069,1981
42.7860227,-112.854437,1981
44.0505054,-123.0950506,1981
64.145981,-21.9422367,1981
8.9714493,-79.5341802,1981
30.3674198,-89.0928155,1982
31.3068546,-94.2690876,1982
31.5654441,-91.4259495,1982
32.4240535,-85.6908715,1982
33.7578725,-117.9859054,1982
35.8968236,-77.5358049,1982
35.9131542,-79.05578,1982
36.8496579,-75.9760751,1982
37.2242358,-95.7083131,1982
37.3494528,-108.584073,1982
37.4108841,-94.70496,1982
38.6050833,-89.6817621,1982
40.6987631,-73.8088251,1982
41.146763,-73.4948446,1982
41.4825788,-87.6802344,1982
41.5623178,-72.6509061,1982
42.4932575,-83.0062746,1982
44.1088502,-79.1226768,1982
